y,is_multi,region_id,statut_id,categ_id
60.28,1,16,2,5
79.46,1,14,2,5
97.49,1,16,2,5
85.74,1,10,2,5
66.67,1,16,2,5
90.47,1,16,2,5
81.4,1,10,2,5
78.11,1,16,2,5
82.34,1,14,2,5
72.47,1,16,2,5
71.94,1,14,2,5
88.2,1,16,2,5
92.07,1,16,2,5
91.2,1,16,2,5
94.09,1,16,2,5
88.84,1,10,2,5
73.49,1,14,2,5
94.0,1,10,2,5
77.82,1,16,2,5
81.08,1,16,2,5
69.27,0,10,2,5
51.56,1,16,2,5
96.49,1,16,2,5
95.56,1,16,2,5
91.28,1,16,2,5
62.84,1,16,2,5
93.68,1,10,2,5
80.15,1,16,2,5
64.04,1,14,2,5
83.07,1,10,2,5
67.07,1,3,2,5
80.68,1,3,2,5
90.85,1,2,2,5
90.85,1,2,2,5
77.99,1,2,2,5
70.74,1,2,2,5
78.37,1,2,2,5
60.72,1,10,2,5
90.85,1,2,2,5
97.69,1,2,2,5
83.86,1,2,2,5
72.88,1,3,2,5
86.83,1,2,2,5
86.23,1,2,2,5
80.02,1,3,2,5
42.33,1,1,2,5
90.14,1,2,2,5
99.19,1,1,2,5
85.48,1,2,2,5
95.41,1,2,2,5
84.3,1,3,2,5
71.54,1,10,2,5
95.92,1,2,2,5
73.2,1,2,2,5
69.91,0,10,2,5
67.19,1,3,2,5
81.32,1,3,2,5
78.43,1,10,2,5
63.78,1,6,2,5
77.1,1,3,2,5
70.68,1,3,2,5
60.35,1,1,2,5
97.47,1,6,2,5
98.16,1,6,2,5
78.27,1,6,2,5
60.16,1,18,2,5
39.15,1,18,2,5
90.5,1,6,2,5
87.37,1,17,2,5
74.9,1,18,2,5
90.7,1,4,2,5
66.74,1,18,2,5
73.44,1,18,2,5
73.1,1,4,2,5
83.18,1,3,2,5
81.19,1,3,2,5
98.16,1,6,2,5
51.63,1,17,2,5
68.68,1,4,2,5
66.37,1,4,2,5
83.13,1,17,2,5
99.89,1,18,2,5
71.88,1,18,2,5
81.92,1,17,2,5
89.3,1,3,2,5
78.47,1,17,2,5
74.76,1,17,2,5
91.55,1,6,2,5
77.65,1,17,2,5
71.1,1,17,2,5
73.65,1,17,2,5
74.76,1,17,2,5
88.67,1,17,2,5
66.77,1,3,2,5
65.89,1,3,2,5
70.63,1,6,2,5
92.17,1,6,2,5
89.77,1,6,2,5
73.4,1,4,2,5
90.6,1,6,2,5
89.23,1,6,2,5
94.02,1,6,2,5
93.51,1,6,2,5
95.34,1,6,2,5
32.6,1,4,2,5
63.21,1,17,2,5
92.08,1,6,2,5
82.23,1,15,2,5
75.53,1,15,2,5
46.44,1,15,2,5
91.22,1,15,2,5
71.03,1,10,2,5
73.68,1,15,2,5
94.27,1,15,2,5
86.96,1,18,2,5
77.83,1,10,2,5
84.16,1,14,2,5
83.39,1,15,2,5
70.0,1,18,2,5
85.23,1,10,2,5
81.43,1,15,2,5
85.96,1,17,2,5
70.86,1,10,2,5
66.03,1,15,2,5
70.94,1,17,2,5
98.19,1,15,2,5
89.43,1,10,2,5
85.56,1,14,2,5
91.06,1,18,2,5
83.29,1,18,2,5
85.49,1,18,2,5
84.74,1,10,2,5
68.61,1,15,2,5
86.47,1,15,2,5
96.28,1,15,2,5
80.22,1,14,2,5
86.34,1,15,2,5
77.86,1,18,2,5
70.63,0,15,2,5
99.72,1,18,2,5
68.28,1,15,2,5
86.02,1,15,2,5
89.48,1,10,2,5
75.78,1,17,2,5
87.11,1,16,2,5
71.01,1,16,2,5
81.39,1,6,3,5
85.01,1,6,3,5
77.25,1,1,2,5
98.16,1,10,2,5
82.67,1,9,2,5
60.58,1,1,2,5
91.3,1,9,2,5
49.8,1,1,2,5
41.9,1,1,2,5
94.77,1,9,2,5
83.81,1,10,2,5
88.86,0,1,2,5
74.12,1,1,2,5
77.81,1,1,2,5
70.09,1,1,2,5
80.05,1,1,2,5
92.37,1,10,2,5
52.88,1,1,2,5
72.37,1,1,2,5
77.41,1,1,2,5
80.07,1,1,2,5
72.23,1,1,2,5
79.98,1,9,2,5
85.41,1,9,2,5
65.41,1,1,2,5
77.68,1,9,2,5
93.01,1,10,2,5
82.51,1,1,2,5
55.7,1,1,2,5
93.32,1,10,2,5
91.89,1,10,2,5
88.07,1,16,3,6
84.17,1,16,3,6
94.48,1,9,2,6
68.4,1,6,2,6
92.83,1,9,2,6
74.9,1,18,2,6
78.32,1,18,2,6
90.34,1,1,2,6
89.41,1,9,2,6
100.0,1,18,2,6
92.27,1,9,2,6
89.64,1,9,2,6
100.0,1,18,2,6
100.0,1,18,2,6
90.34,1,1,2,6
92.87,1,9,2,6
89.22,0,1,2,6
92.46,1,9,2,6
97.3,1,1,2,6
97.3,1,1,2,6
85.55,1,1,2,6
97.3,1,1,2,6
77.37,1,6,2,6
89.3,1,1,2,6
97.3,1,1,2,6
94.62,1,1,2,6
87.66,1,7,2,6
93.07,1,1,2,6
92.11,1,9,2,6
93.29,1,6,2,6
93.54,1,6,2,6
93.07,1,6,2,6
91.84,1,6,2,6
91.32,1,6,2,6
98.13,1,6,2,6
88.51,1,11,2,6
61.07,1,14,2,6
93.51,1,14,2,6
65.61,1,10,2,6
83.01,1,14,2,6
91.18,1,14,2,6
96.79,1,14,2,6
88.87,1,14,2,6
93.35,1,16,2,6
93.35,1,16,2,6
83.98,1,16,2,6
99.41,1,16,2,6
87.44,1,16,2,6
95.76,1,16,2,6
91.33,1,14,2,6
89.92,1,14,2,6
92.22,1,14,2,6
89.92,1,14,2,6
89.92,1,14,2,6
65.95,1,14,2,6
93.11,1,14,2,6
96.27,1,10,2,6
88.22,1,2,2,6
84.2,1,10,2,6
88.22,1,2,2,6
88.22,1,2,2,6
97.31,1,2,2,6
88.22,1,2,2,6
88.22,1,2,2,6
90.93,1,10,2,6
98.92,1,3,2,6
88.22,1,2,2,6
88.22,1,2,2,6
74.79,1,2,2,6
85.48,1,1,2,6
74.79,1,2,2,6
77.63,1,1,2,6
98.73,1,3,2,6
84.63,1,3,2,6
74.79,1,2,2,6
74.79,1,2,2,6
97.29,1,1,2,6
97.29,1,1,2,6
94.92,1,1,2,6
93.85,1,10,2,6
97.29,1,1,2,6
83.65,1,10,2,6
91.17,1,9,2,6
92.61,1,3,2,6
93.11,1,1,2,6
88.22,1,2,2,6
88.22,1,2,2,6
84.49,0,3,2,6
93.27,1,10,2,6
91.31,1,10,2,6
88.22,1,2,2,6
83.08,1,6,2,6
98.15,1,6,2,6
78.68,1,6,2,6
79.3,1,6,2,6
93.73,1,6,2,6
90.89,1,5,2,6
97.8,1,6,2,6
81.14,1,6,2,6
90.02,1,5,2,6
82.06,1,6,2,6
80.59,1,17,2,6
55.13,0,17,2,6
77.54,0,17,2,6
95.2,1,18,2,6
91.33,1,17,2,6
84.1,1,15,2,6
81.25,1,18,2,6
81.3,1,10,2,6
77.22,1,18,2,6
90.71,1,10,2,6
92.06,1,15,2,6
95.57,1,10,2,6
82.09,1,15,2,6
76.51,1,18,2,6
86.84,1,15,2,6
84.28,1,10,2,6
91.11,1,15,2,6
87.44,1,10,2,6
89.82,1,14,2,6
92.04,1,15,2,6
85.96,1,15,2,6
94.89,1,15,2,6
62.05,1,10,3,6
90.3,1,1,3,6
61.69,1,10,3,6
70.7,1,10,3,6
89.58,1,10,3,6
91.57,1,9,3,6
74.71,1,9,3,6
91.28,1,9,3,6
97.43,1,18,3,6
84.44,1,6,3,6
92.87,1,6,3,6
68.24,1,10,3,6
93.24,1,7,3,6
77.42,1,9,3,6
92.14,1,9,3,6
82.85,1,15,2,6
98.08,1,18,3,6
98.5,1,10,3,6
88.62,1,1,3,6
95.95,1,7,3,6
85.43,1,3,3,6
89.13,1,3,3,6
93.82,1,4,3,6
99.86,1,14,3,6
86.96,1,18,3,6
81.92,1,18,3,6
85.34,1,18,3,6
97.89,1,4,3,6
98.7,1,3,3,6
71.59,1,18,3,6
82.55,1,18,3,6
76.82,1,18,3,6
93.86,1,18,3,6
100.0,1,18,3,6
78.39,1,18,3,6
89.49,1,4,3,6
89.49,1,4,3,6
97.82,1,4,3,6
85.77,1,18,3,6
86.81,1,3,3,6
93.22,1,14,3,6
89.34,1,6,3,6
98.41,1,4,3,6
67.11,1,15,3,6
92.91,1,15,3,6
87.68,1,14,3,6
80.27,1,18,3,6
90.61,1,9,2,6
90.52,1,9,2,6
96.61,1,1,2,6
96.2,1,1,2,6
92.34,1,10,2,6
98.13,1,1,2,6
82.2,1,1,2,6
86.44,1,1,2,6
89.04,1,1,2,6
88.24,1,1,2,6
87.29,1,1,2,6
72.99,1,1,2,6
99.03,1,10,2,6
75.99,1,1,2,6
72.14,1,1,2,6
75.97,1,1,2,6
73.6,1,1,2,6
85.98,1,1,2,6
94.73,1,1,2,6
71.69,1,1,2,6
87.88,1,10,2,6
95.16,1,10,2,6
94.8,1,9,2,6
8.36,1,1,3,7
95.86,1,16,3,8
58.31,1,15,3,8
95.04,0,18,2,8
90.97,1,10,1,8
61.24,1,10,1,8
78.78,1,6,2,8
94.42,1,9,2,8
79.74,1,6,2,8
88.9,1,1,2,8
85.55,1,6,2,8
77.04,1,1,2,8
71.17,1,1,2,8
85.19,1,18,2,8
79.35,1,9,2,8
92.63,1,6,2,8
72.84,1,18,2,8
90.16,1,9,2,8
88.4,1,6,2,8
94.75,1,6,2,8
72.81,1,9,2,8
85.25,1,8,2,8
82.92,1,9,2,8
65.68,1,1,2,8
85.45,1,6,2,8
85.55,1,6,2,8
89.73,1,6,2,8
68.3,1,1,2,8
70.83,1,1,2,8
92.51,1,6,2,8
83.19,1,1,2,8
72.81,1,9,2,8
79.91,0,1,2,8
72.81,1,9,2,8
92.24,1,6,2,8
76.71,1,9,2,8
94.81,1,9,2,8
66.4,1,6,2,8
94.38,1,18,2,8
88.1,1,6,2,8
66.14,1,1,2,8
88.62,1,9,2,8
74.85,1,9,2,8
79.76,1,9,2,8
88.62,1,6,2,8
76.39,1,9,2,8
86.74,1,9,2,8
74.33,1,6,2,8
91.88,1,9,2,8
53.32,1,9,2,8
93.47,1,9,2,8
98.04,1,9,2,8
78.46,1,1,2,8
63.1,1,18,2,8
86.12,1,18,2,8
54.83,0,9,2,8
68.66,1,9,2,8
72.12,1,9,2,8
91.96,1,6,2,8
95.33,1,9,2,8
85.42,1,1,2,8
87.92,1,6,2,8
80.58,1,9,2,8
85.55,1,6,2,8
85.36,1,6,2,8
82.12,1,8,2,8
63.37,1,9,2,8
94.96,1,9,2,8
46.47,1,1,2,8
75.81,1,9,2,8
82.79,1,1,2,8
72.81,1,9,2,8
92.14,1,9,2,8
61.85,1,9,2,8
91.95,1,6,2,8
53.32,1,16,2,8
92.42,1,10,2,8
82.56,1,16,2,8
60.95,1,10,2,8
91.68,1,16,2,8
83.41,0,10,2,8
77.31,1,16,2,8
85.68,1,16,2,8
97.64,1,16,2,8
96.63,1,16,2,8
79.47,1,12,2,8
64.5,1,16,2,8
94.66,1,12,2,8
80.45,1,10,2,8
80.97,1,16,2,8
92.33,1,16,2,8
93.62,1,11,2,8
83.61,1,16,2,8
65.59,0,15,2,8
86.25,1,16,2,8
77.0,1,15,2,8
62.77,1,16,2,8
81.16,1,16,2,8
82.16,1,16,2,8
88.51,1,16,2,8
58.99,1,10,2,8
92.9,1,16,2,8
70.15,1,10,2,8
87.25,1,10,2,8
84.75,1,16,2,8
75.23,1,16,2,8
61.71,1,16,2,8
85.19,1,16,2,8
88.39,1,14,2,8
82.53,1,14,2,8
50.7,1,16,2,8
85.59,1,10,2,8
65.37,1,16,2,8
94.51,1,10,2,8
65.37,1,16,2,8
62.47,1,16,2,8
95.54,1,10,2,8
66.12,1,10,2,8
88.16,1,14,2,8
81.41,1,10,2,8
74.14,1,10,2,8
93.01,1,10,2,8
75.4,1,14,2,8
86.39,1,16,2,8
70.29,1,16,2,8
78.11,1,14,2,8
69.24,1,16,2,8
86.41,1,10,2,8
72.54,1,10,2,8
80.47,1,10,2,8
78.6,1,14,2,8
95.0,1,16,2,8
80.75,1,16,2,8
67.55,1,10,2,8
95.82,1,16,2,8
50.55,1,16,2,8
63.76,0,10,2,8
94.84,1,14,2,8
97.6,1,16,2,8
91.8,1,14,2,8
74.42,0,10,2,8
68.16,1,10,2,8
84.69,1,10,2,8
66.84,1,2,2,8
66.84,1,2,2,8
66.84,1,2,2,8
71.31,1,2,2,8
71.37,1,2,2,8
48.79,1,2,2,8
70.33,1,10,2,8
87.71,0,2,2,8
74.16,1,2,2,8
34.94,1,10,2,8
69.73,0,2,2,8
62.37,1,10,2,8
83.59,1,10,2,8
85.35,1,3,2,8
59.97,1,10,2,8
65.2,1,2,2,8
93.38,1,1,2,8
91.59,1,9,2,8
68.85,0,2,2,8
90.11,0,2,2,8
67.66,1,3,2,8
80.17,1,1,2,8
90.27,1,1,2,8
95.55,1,1,2,8
57.12,1,2,2,8
95.54,0,10,2,8
83.94,1,3,2,8
93.58,1,10,2,8
64.97,1,10,2,8
62.03,1,10,2,8
77.46,1,10,2,8
65.91,1,10,2,8
74.48,1,3,2,8
85.64,1,3,2,8
63.87,1,10,2,8
62.08,1,2,2,8
68.15,1,2,2,8
76.14,1,1,2,8
76.32,1,1,2,8
96.45,1,1,2,8
69.84,1,10,2,8
56.33,1,1,2,8
76.13,1,3,2,8
85.78,1,10,2,8
89.19,1,9,2,8
71.44,1,2,2,8
77.55,1,3,2,8
88.39,1,1,2,8
81.43,1,3,2,8
82.69,1,3,2,8
65.67,1,10,2,8
64.01,1,3,2,8
85.64,1,3,2,8
85.64,1,3,2,8
79.72,1,3,2,8
58.18,1,3,2,8
92.51,1,3,2,8
90.33,0,2,2,8
83.93,1,3,2,8
97.2,1,1,2,8
86.8,1,3,2,8
85.35,1,3,2,8
85.91,1,10,2,8
95.83,1,10,2,8
77.77,1,2,2,8
77.34,1,6,2,8
76.27,1,17,2,8
88.67,1,18,2,8
65.2,1,18,2,8
95.42,1,3,2,8
52.79,1,18,2,8
58.42,1,17,2,8
76.59,1,5,2,8
64.05,1,18,2,8
71.4,1,18,2,8
64.31,1,5,2,8
82.51,1,6,2,8
60.12,1,18,2,8
64.23,1,18,2,8
42.93,1,18,2,8
65.4,1,18,2,8
74.13,1,18,2,8
93.99,1,3,2,8
76.97,1,18,2,8
81.02,1,18,2,8
62.33,1,17,2,8
84.29,1,17,2,8
84.67,1,18,2,8
56.21,1,18,2,8
71.89,0,18,2,8
45.9,1,5,2,8
76.59,1,5,2,8
90.35,1,4,2,8
79.59,1,6,2,8
67.96,1,18,2,8
83.55,1,18,2,8
67.64,1,18,2,8
95.31,1,4,2,8
65.42,1,18,2,8
83.14,1,17,2,8
79.86,1,17,2,8
74.7,1,6,2,8
74.31,1,18,2,8
77.1,1,18,2,8
83.43,1,6,2,8
84.47,1,6,2,8
95.05,0,17,2,8
94.98,1,4,2,8
91.36,1,6,2,8
93.04,1,6,2,8
91.31,1,18,2,8
72.39,1,6,2,8
80.17,1,6,2,8
56.64,1,6,2,8
56.64,1,6,2,8
79.81,1,3,2,8
57.36,1,6,2,8
82.71,1,17,2,8
99.67,1,18,2,8
63.35,1,18,2,8
67.23,1,18,2,8
90.47,1,6,2,8
94.66,1,4,2,8
87.33,1,6,2,8
94.74,1,18,2,8
71.66,1,6,2,8
65.87,1,6,2,8
68.55,1,18,2,8
97.34,1,18,2,8
66.26,1,6,2,8
57.33,1,17,2,8
94.46,1,6,2,8
94.72,1,6,2,8
92.54,1,4,2,8
68.47,1,17,2,8
94.73,1,18,2,8
54.11,1,17,2,8
64.6,1,17,2,8
81.42,1,17,2,8
94.87,1,3,2,8
92.53,1,18,2,8
91.25,1,4,2,8
96.95,1,18,2,8
78.82,1,4,2,8
87.76,1,18,2,8
83.56,1,10,2,8
68.67,1,15,2,8
81.96,1,18,2,8
33.38,1,18,2,8
81.96,1,18,2,8
76.38,1,18,2,8
47.5,1,15,2,8
86.05,1,10,2,8
72.36,1,18,2,8
93.07,1,15,2,8
77.45,1,15,2,8
96.65,1,18,2,8
69.75,1,15,2,8
82.03,1,10,2,8
63.66,1,15,2,8
95.69,1,18,2,8
93.83,1,15,2,8
73.58,1,10,2,8
95.85,0,18,2,8
84.26,1,10,2,8
55.42,1,15,2,8
87.48,1,15,2,8
77.93,1,17,2,8
82.39,1,15,2,8
98.53,1,10,2,8
69.89,1,14,2,8
59.97,1,10,2,8
53.86,1,18,2,8
58.91,1,10,2,8
67.96,1,18,2,8
88.53,1,18,2,8
79.15,1,10,2,8
84.9,1,18,2,8
79.92,0,18,2,8
75.71,1,10,2,8
56.89,0,15,2,8
94.57,0,18,2,8
83.72,1,10,2,8
48.28,1,10,2,8
52.38,1,15,2,8
79.07,1,15,2,8
48.58,1,16,2,8
66.05,1,16,2,8
78.47,0,16,2,8
89.16,1,16,2,8
83.67,1,16,2,8
80.85,1,2,3,8
46.54,1,16,2,8
75.91,1,15,2,8
81.56,1,16,2,8
58.51,1,16,2,8
80.47,1,17,2,8
89.37,1,10,3,8
58.96,1,16,2,8
86.18,1,15,2,8
95.75,1,10,3,8
76.26,1,16,2,8
56.81,1,16,2,8
62.34,1,1,3,8
94.14,1,17,2,8
75.4,1,16,2,8
97.11,1,18,3,8
77.72,1,3,3,8
76.12,1,15,3,8
94.66,1,18,3,8
77.57,0,10,3,8
54.52,1,15,3,8
50.73,1,14,3,8
59.79,0,15,3,8
85.29,1,15,3,8
76.83,1,3,3,8
88.78,1,11,3,8
90.16,1,6,3,8
65.17,1,15,3,8
77.72,1,3,3,8
78.74,1,9,2,8
80.03,1,9,2,8
92.37,1,10,2,8
79.54,1,10,2,8
67.68,1,1,2,8
73.07,1,1,2,8
54.41,1,1,2,8
68.51,1,1,2,8
67.57,1,1,2,8
72.99,1,1,2,8
67.96,1,1,2,8
90.65,1,1,2,8
85.46,1,10,2,8
85.01,1,10,2,8
85.97,1,9,2,8
53.49,1,1,2,8
66.94,1,10,2,8
87.32,1,1,2,8
81.97,1,10,2,8
75.19,1,9,2,8
59.0,1,1,2,8
77.87,1,1,2,8
85.0,1,1,2,8
62.13,1,1,2,8
69.99,0,1,2,8
88.21,1,1,2,8
99.45,1,1,2,8
70.22,1,1,2,8
98.51,1,1,2,8
55.26,1,1,2,8
75.71,1,9,2,8
92.05,1,1,2,8
75.35,1,9,2,8
95.69,1,10,2,8
82.5,1,10,2,8
76.48,1,10,2,8
92.8,1,1,2,8
70.86,1,1,2,8
70.86,1,1,2,8
64.58,1,1,2,8
65.16,1,1,2,8
64.95,1,1,2,8
80.92,1,1,2,8
65.46,1,1,2,8
55.01,1,10,2,8
63.51,1,1,2,8
55.31,1,9,2,8
81.24,1,1,2,8
35.23,1,1,2,8
64.94,1,10,2,8
97.01,1,1,2,8
65.31,1,10,2,8
82.93,1,1,2,8
74.52,1,10,2,8
85.56,1,10,2,8
87.64,1,1,2,8
71.51,1,1,2,8
56.42,1,10,2,8
81.34,1,10,2,8
84.29,1,10,2,8
76.73,1,10,2,8
97.87,1,10,2,8
69.9,1,1,2,8
65.2,1,1,2,8
66.15,1,10,2,8
70.13,1,10,2,8
91.47,1,9,2,8
66.86,1,1,2,8
63.84,1,10,2,8
83.0,1,1,2,8
70.27,1,10,2,8
95.77,1,1,2,8
93.97,1,10,2,8
76.31,1,10,2,8
73.06,1,1,2,8
64.48,1,1,2,8
83.54,0,1,2,8
78.55,1,10,2,8
86.86,1,10,2,8
92.28,1,9,2,8
86.76,1,10,2,8
94.58,1,10,2,8
51.16,1,1,2,8
91.23,1,10,2,8
70.35,1,9,2,8
76.37,1,9,2,8
92.14,1,9,2,8
77.74,1,9,2,8
71.18,1,9,2,8
91.8,1,1,2,8
84.99,1,2,1,9
83.95,1,2,1,9
68.64,1,9,1,9
79.79,1,18,2,9
82.93,0,6,2,9
86.74,1,9,2,9
88.06,1,9,2,9
73.71,1,18,2,9
77.62,1,18,2,9
91.11,1,1,2,9
87.43,1,9,2,9
98.13,1,6,2,9
72.8,1,9,2,9
93.09,1,9,2,9
82.9,1,6,2,9
71.35,1,9,2,9
91.84,1,6,2,9
88.32,1,9,2,9
91.11,1,1,2,9
90.96,1,6,2,9
62.06,1,6,2,9
62.06,1,6,2,9
90.01,1,6,2,9
81.86,1,7,2,9
85.21,1,7,2,9
98.13,1,6,2,9
69.28,1,10,2,9
89.0,1,12,2,9
51.89,1,10,2,9
83.59,1,11,2,9
93.78,1,10,2,9
76.0,1,14,2,9
90.46,1,16,2,9
73.01,1,14,2,9
96.45,1,16,2,9
70.62,1,11,2,9
79.61,1,14,2,9
88.07,1,16,2,9
71.0,1,10,2,9
77.43,1,16,2,9
54.26,1,10,2,9
100.0,1,10,2,9
99.68,1,16,2,9
74.63,0,14,2,9
83.98,1,16,2,9
57.57,1,10,2,9
83.42,1,16,2,9
86.13,1,11,2,9
96.59,1,16,2,9
88.71,1,14,2,9
91.33,1,14,2,9
81.21,1,16,2,9
72.24,1,16,2,9
89.47,1,16,2,9
95.25,1,14,2,9
95.25,1,14,2,9
95.37,1,16,2,9
95.25,1,14,2,9
95.25,1,14,2,9
81.08,1,16,2,9
99.48,1,10,2,9
95.25,1,14,2,9
95.25,1,14,2,9
87.83,1,16,2,9
93.72,1,10,2,9
61.44,1,14,2,9
90.05,1,2,2,9
92.35,1,10,2,9
97.88,1,2,2,9
76.35,1,2,2,9
76.97,1,2,2,9
99.69,1,10,2,9
90.05,1,2,2,9
90.05,1,2,2,9
87.09,1,9,2,9
90.05,1,2,2,9
90.05,1,2,2,9
90.05,1,2,2,9
97.27,1,10,2,9
76.35,1,2,2,9
73.49,1,10,2,9
74.86,1,3,2,9
72.29,1,2,2,9
72.29,1,2,2,9
98.77,1,10,2,9
93.03,1,10,2,9
93.6,1,1,2,9
77.21,1,1,2,9
89.82,1,10,2,9
94.39,1,10,2,9
92.49,1,10,2,9
95.89,1,2,2,9
95.89,1,2,2,9
95.89,1,2,2,9
95.89,1,2,2,9
91.89,1,10,2,9
74.89,1,3,2,9
92.89,1,10,2,9
95.83,1,10,2,9
89.04,1,10,2,9
90.51,1,10,2,9
100.0,1,10,2,9
92.35,1,10,2,9
100.0,1,10,2,9
92.2,1,10,2,9
90.59,1,10,2,9
84.47,1,10,2,9
92.56,1,10,2,9
92.31,1,10,2,9
90.83,1,10,2,9
96.81,1,10,2,9
90.08,1,10,2,9
88.84,1,10,2,9
91.48,1,10,2,9
88.23,1,10,2,9
95.2,1,3,2,9
86.51,1,9,2,9
99.39,1,10,2,9
93.98,1,10,2,9
85.31,1,10,2,9
85.27,1,10,2,9
90.0,1,10,2,9
99.21,1,10,2,9
91.36,1,10,2,9
85.8,1,18,2,9
